# Array shape: (6, 10, 11)
# Poisson noise + 3DHT F814W mean PSF
# slices: BT, Rb/Rd, nsersic, dnsersic, Rsersic/Rd, dRsersic/Rd
# Slice B/T 
0.000000000000000000e+00 1.000000000000000056e-01 2.000000000000000111e-01 3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 6.000000000000000888e-01 7.000000000000000666e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 2.000000000000000111e-01 3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 6.000000000000000888e-01 7.000000000000000666e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 2.000000000000000111e-01 3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 6.000000000000000888e-01 7.000000000000000666e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 2.000000000000000111e-01 3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 6.000000000000000888e-01 7.000000000000000666e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 2.000000000000000111e-01 3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 6.000000000000000888e-01 7.000000000000000666e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 2.000000000000000111e-01 3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 6.000000000000000888e-01 7.000000000000000666e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 2.000000000000000111e-01 3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 6.000000000000000888e-01 7.000000000000000666e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 2.000000000000000111e-01 3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 6.000000000000000888e-01 7.000000000000000666e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 2.000000000000000111e-01 3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 6.000000000000000888e-01 7.000000000000000666e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 2.000000000000000111e-01 3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 6.000000000000000888e-01 7.000000000000000666e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00
# Slice Rb/Rd 
1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01
2.000000000000000111e-01 2.000000000000000111e-01 2.000000000000000111e-01 2.000000000000000111e-01 2.000000000000000111e-01 2.000000000000000111e-01 2.000000000000000111e-01 2.000000000000000111e-01 2.000000000000000111e-01 2.000000000000000111e-01 2.000000000000000111e-01
3.000000000000000444e-01 3.000000000000000444e-01 3.000000000000000444e-01 3.000000000000000444e-01 3.000000000000000444e-01 3.000000000000000444e-01 3.000000000000000444e-01 3.000000000000000444e-01 3.000000000000000444e-01 3.000000000000000444e-01 3.000000000000000444e-01
4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
5.999999999999999778e-01 5.999999999999999778e-01 5.999999999999999778e-01 5.999999999999999778e-01 5.999999999999999778e-01 5.999999999999999778e-01 5.999999999999999778e-01 5.999999999999999778e-01 5.999999999999999778e-01 5.999999999999999778e-01 5.999999999999999778e-01
7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01
8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01
9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
# Slice nsersic 
1.000000000000000000e+00 1.206900000000000084e+00 1.440499999999999892e+00 1.882600000000000051e+00 2.923200000000000021e+00 3.689299999999999802e+00 4.162099999999999689e+00 4.473499999999999588e+00 4.640200000000000102e+00 4.593300000000000161e+00 4.000000000000000000e+00
1.000000000000000000e+00 1.194800000000000084e+00 1.419399999999999995e+00 1.750399999999999956e+00 2.254300000000000193e+00 2.824300000000000033e+00 3.297699999999999854e+00 3.657700000000000173e+00 3.913100000000000023e+00 4.049100000000000144e+00 4.000000000000000000e+00
1.000000000000000000e+00 1.181300000000000017e+00 1.390099999999999891e+00 1.667799999999999949e+00 2.041300000000000114e+00 2.484999999999999876e+00 2.920300000000000118e+00 3.300199999999999800e+00 3.613300000000000178e+00 3.853099999999999969e+00 4.000000000000000000e+00
1.000000000000000000e+00 1.171699999999999964e+00 1.368200000000000083e+00 1.616200000000000081e+00 1.931999999999999940e+00 2.308199999999999807e+00 2.707899999999999974e+00 3.091400000000000148e+00 3.439900000000000180e+00 3.745200000000000085e+00 4.000000000000000000e+00
1.000000000000000000e+00 1.165200000000000014e+00 1.352600000000000025e+00 1.582000000000000073e+00 1.865299999999999958e+00 2.202300000000000146e+00 2.574300000000000033e+00 2.954800000000000093e+00 3.324500000000000011e+00 3.674500000000000099e+00 4.000000000000000000e+00
1.000000000000000000e+00 1.160600000000000076e+00 1.341299999999999937e+00 1.558200000000000029e+00 1.821099999999999941e+00 2.132800000000000029e+00 2.484599999999999920e+00 2.859700000000000131e+00 3.242399999999999949e+00 3.623499999999999943e+00 4.000000000000000000e+00
1.000000000000000000e+00 1.157399999999999984e+00 1.332999999999999963e+00 1.540999999999999925e+00 1.790100000000000025e+00 2.084400000000000031e+00 2.421199999999999797e+00 2.790799999999999947e+00 3.181599999999999984e+00 3.585500000000000131e+00 4.000000000000000000e+00
1.000000000000000000e+00 1.155100000000000016e+00 1.326699999999999990e+00 1.528299999999999992e+00 1.767500000000000071e+00 2.049500000000000099e+00 2.375100000000000211e+00 2.739799999999999791e+00 3.135699999999999932e+00 3.556700000000000195e+00 4.000000000000000000e+00
1.000000000000000000e+00 1.153499999999999970e+00 1.321900000000000075e+00 1.518599999999999950e+00 1.750499999999999945e+00 2.023600000000000065e+00 2.340800000000000214e+00 2.701499999999999790e+00 3.101300000000000168e+00 3.535200000000000120e+00 4.000000000000000000e+00
1.000000000000000000e+00 1.152300000000000102e+00 1.318200000000000038e+00 1.511100000000000110e+00 1.737700000000000022e+00 2.004000000000000004e+00 2.315100000000000158e+00 2.673000000000000043e+00 3.075899999999999856e+00 3.519499999999999851e+00 4.000000000000000000e+00
# Slice dnsersic 
0.000000000000000000e+00 6.999999999999999929e-04 1.100000000000000066e-03 1.699999999999999905e-03 2.599999999999999881e-03 3.099999999999999891e-03 3.099999999999999891e-03 2.700000000000000143e-03 1.899999999999999996e-03 1.100000000000000066e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.000000000000000104e-04 8.000000000000000383e-04 1.199999999999999895e-03 1.699999999999999905e-03 2.000000000000000042e-03 2.099999999999999870e-03 2.000000000000000042e-03 1.500000000000000031e-03 8.999999999999999754e-04 0.000000000000000000e+00
0.000000000000000000e+00 4.000000000000000192e-04 6.999999999999999929e-04 1.000000000000000021e-03 1.299999999999999940e-03 1.600000000000000077e-03 1.699999999999999905e-03 1.600000000000000077e-03 1.299999999999999940e-03 6.999999999999999929e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.999999999999999737e-04 5.000000000000000104e-04 8.000000000000000383e-04 1.100000000000000066e-03 1.299999999999999940e-03 1.399999999999999986e-03 1.299999999999999940e-03 1.100000000000000066e-03 6.999999999999999929e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000096e-04 5.000000000000000104e-04 6.999999999999999929e-04 8.999999999999999754e-04 1.100000000000000066e-03 1.199999999999999895e-03 1.199999999999999895e-03 1.000000000000000021e-03 5.999999999999999474e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000096e-04 4.000000000000000192e-04 5.999999999999999474e-04 8.000000000000000383e-04 8.999999999999999754e-04 1.100000000000000066e-03 1.000000000000000021e-03 8.999999999999999754e-04 5.000000000000000104e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000096e-04 4.000000000000000192e-04 5.000000000000000104e-04 6.999999999999999929e-04 8.000000000000000383e-04 8.999999999999999754e-04 8.999999999999999754e-04 8.000000000000000383e-04 5.000000000000000104e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000096e-04 2.999999999999999737e-04 5.000000000000000104e-04 5.999999999999999474e-04 8.000000000000000383e-04 8.999999999999999754e-04 8.999999999999999754e-04 8.000000000000000383e-04 5.000000000000000104e-04 0.000000000000000000e+00
